Lon,Lat,Mask,Conf,brt_t13(K),frp(MW),line,sample,Sat,YearDay,Hour
35.559505,-5.528352,9,86,338.569763,17.490919,170,1504,NDE,2018312,1108
37.204411,-5.266833,8,64,324.469696,8.704194,171,1278,NDE,2018312,1108
35.565464,-5.520629,8,63,323.335022,4.630153,171,1503,NDE,2018312,1108
34.718288,-5.649255,9,100,458.230225,502.336548,171,1625,NDE,2018312,1108
34.711361,-5.650301,9,100,471.733948,630.650085,171,1626,NDE,2018312,1108
35.285847,-5.556380,8,79,330.825348,11.376703,172,1543,NDE,2018312,1108
35.278893,-5.557439,8,74,327.759644,8.574368,172,1544,NDE,2018312,1108
34.717297,-5.642615,9,84,341.596588,21.490885,172,1625,NDE,2018312,1108
34.710365,-5.643661,9,100,380.383636,91.103790,172,1626,NDE,2018312,1108
35.738628,-5.480439,8,63,323.669830,8.142421,173,1478,NDE,2018312,1108
35.284843,-5.549728,9,100,394.871216,136.036240,173,1543,NDE,2018312,1108
35.277885,-5.550788,9,94,349.969055,32.805752,173,1544,NDE,2018312,1108
35.138943,-5.571944,9,100,381.539612,98.371765,173,1564,NDE,2018312,1108
35.137943,-5.565300,9,94,349.183289,34.471146,174,1564,NDE,2018312,1108
34.680656,-5.634562,8,62,325.779633,8.631203,174,1630,NDE,2018312,1108
35.547440,-5.496115,8,64,323.462097,4.379967,175,1505,NDE,2018312,1108
35.143879,-5.557601,9,100,362.837280,56.068867,175,1563,NDE,2018312,1108
35.136940,-5.558656,8,76,328.421326,12.400947,175,1564,NDE,2018312,1108
34.755875,-5.616420,9,94,348.898895,31.589001,175,1619,NDE,2018312,1108
34.679665,-5.627922,9,100,485.671265,788.641113,175,1630,NDE,2018312,1108
35.587681,-5.484298,8,77,330.370026,10.500639,176,1498,NDE,2018312,1108
35.545719,-5.490676,8,68,325.055725,5.826678,176,1504,NDE,2018312,1108
35.142059,-5.551890,9,97,355.704193,44.782784,176,1562,NDE,2018312,1108
35.135136,-5.552941,8,71,324.928040,10.343593,176,1563,NDE,2018312,1108
34.677868,-5.622143,9,85,336.252747,17.456532,176,1629,NDE,2018312,1108
34.888603,-5.563144,8,48,322.398163,6.362645,180,1598,NDE,2018312,1108
34.625362,-5.602914,8,55,321.520691,5.628409,180,1636,NDE,2018312,1108
34.714466,-5.582660,8,74,325.935394,10.026093,181,1623,NDE,2018312,1108
35.720921,-5.416218,8,63,323.450714,6.132663,183,1478,NDE,2018312,1108
34.337425,-5.625998,9,92,345.366608,30.284233,183,1677,NDE,2018312,1108
35.397209,-5.451993,8,68,324.421997,5.203668,185,1524,NDE,2018312,1108
34.835052,-5.537243,9,100,378.983002,88.617943,185,1605,NDE,2018312,1108
35.535603,-5.424065,8,64,323.390594,5.619765,186,1504,NDE,2018312,1108
35.528591,-5.425138,8,59,321.759033,4.364177,186,1505,NDE,2018312,1108
34.340416,-5.598344,8,52,318.234467,6.811624,187,1676,NDE,2018312,1108
36.857311,-5.191967,9,81,333.376984,14.931137,190,1320,NDE,2018312,1108
35.531590,-5.397412,8,72,326.746704,8.519355,190,1504,NDE,2018312,1108
35.030975,-5.473632,8,36,317.334747,5.278332,190,1576,NDE,2018312,1108
36.781494,-5.196793,8,72,334.603943,16.081289,191,1330,NDE,2018312,1108
36.565823,-5.230574,8,76,330.040222,7.708649,191,1359,NDE,2018312,1108
36.558422,-5.231730,8,65,331.185089,9.692142,191,1360,NDE,2018312,1108
36.781368,-5.194017,8,78,335.302551,17.321354,192,1329,NDE,2018312,1108
35.501583,-5.388989,9,100,367.582031,62.976746,192,1507,NDE,2018312,1108
35.548519,-5.368226,8,60,321.838226,5.142285,194,1500,NDE,2018312,1108
34.867538,-5.471545,8,50,317.499512,4.224581,194,1598,NDE,2018312,1108
35.491554,-5.370070,8,72,326.841675,9.269935,195,1508,NDE,2018312,1108
35.407784,-5.382806,8,66,323.105133,4.694675,195,1520,NDE,2018312,1108
34.921898,-5.456470,8,71,324.025726,7.736965,195,1590,NDE,2018312,1108
33.755989,-5.632329,9,93,345.664673,27.746613,195,1757,NDE,2018312,1108
33.748878,-5.633396,9,87,336.234833,16.864779,195,1758,NDE,2018312,1108
35.490463,-5.363418,9,98,356.734650,43.661369,196,1508,NDE,2018312,1108
35.483437,-5.364491,9,95,351.735840,36.053398,196,1509,NDE,2018312,1108
34.400993,-5.528400,8,62,321.285522,8.321195,196,1665,NDE,2018312,1108
36.065651,-5.255003,8,43,324.525024,6.058539,199,1426,NDE,2018312,1108
36.563652,-5.164392,9,93,347.937347,28.236588,201,1357,NDE,2018312,1108
35.318222,-5.355531,8,75,327.945587,10.060869,201,1532,NDE,2018312,1108
34.706242,-5.434788,8,74,325.920746,9.714165,203,1620,NDE,2018312,1108
34.615181,-5.441739,9,84,334.555023,17.377764,204,1633,NDE,2018312,1108
34.608246,-5.442785,8,61,323.415192,7.946097,204,1634,NDE,2018312,1108
33.732788,-5.574002,9,90,340.717773,22.376850,204,1759,NDE,2018312,1108
33.731792,-5.567284,9,100,366.491364,62.862347,205,1759,NDE,2018312,1108
34.306480,-5.467882,9,86,335.893707,18.488436,207,1677,NDE,2018312,1108
34.906052,-5.357721,8,79,332.999084,15.449512,210,1589,NDE,2018312,1108
34.121181,-5.476336,8,44,321.508942,7.370881,210,1702,NDE,2018312,1108
34.114170,-5.477398,8,67,325.784424,10.215247,210,1703,NDE,2018312,1108
35.586590,-5.247661,8,49,323.372375,7.017048,211,1491,NDE,2018312,1108
34.675640,-5.379009,8,78,329.436981,13.317313,212,1622,NDE,2018312,1108
34.668716,-5.380055,9,95,351.678528,37.984467,212,1623,NDE,2018312,1108
35.366932,-5.260658,8,52,319.890656,4.481309,214,1522,NDE,2018312,1108
34.401161,-5.393259,9,93,347.644897,33.440117,216,1661,NDE,2018312,1108
34.394207,-5.394306,8,38,316.222992,5.296597,216,1662,NDE,2018312,1108
34.057152,-5.431404,8,77,326.971008,11.174049,218,1710,NDE,2018312,1108
35.360851,-5.220764,8,41,319.531281,5.844374,220,1522,NDE,2018312,1108
35.159401,-5.251353,8,66,322.787323,5.926668,220,1551,NDE,2018312,1108
34.626129,-5.332172,8,74,326.197601,10.541467,220,1628,NDE,2018312,1108
34.619198,-5.333218,8,70,323.895081,9.208470,220,1629,NDE,2018312,1108
35.318096,-5.220487,8,78,330.665436,13.589920,221,1528,NDE,2018312,1108
34.643921,-5.309118,9,96,352.954712,39.544430,223,1625,NDE,2018312,1108
35.530914,-5.168296,8,58,325.343414,7.281837,224,1496,NDE,2018312,1108
34.369732,-5.330535,9,85,336.924927,18.719894,226,1663,NDE,2018312,1108
34.367744,-5.317231,8,70,324.068512,8.184698,228,1663,NDE,2018312,1108
34.990261,-5.216303,8,68,323.672241,5.726546,229,1573,NDE,2018312,1108
34.359795,-5.311628,9,100,391.881561,127.320587,229,1664,NDE,2018312,1108
34.358795,-5.304976,9,86,337.276550,18.536461,230,1664,NDE,2018312,1108
35.236961,-5.158453,9,86,338.607635,19.176765,232,1537,NDE,2018312,1108
35.235954,-5.151802,9,81,333.568298,14.094489,233,1537,NDE,2018312,1108
34.993183,-5.188699,8,76,328.462738,8.533837,233,1572,NDE,2018312,1108
36.527523,-4.932714,8,64,323.608185,6.399363,236,1355,NDE,2018312,1108
35.281586,-5.124549,9,100,360.277832,48.118637,236,1530,NDE,2018312,1108
35.496784,-5.084845,9,84,336.686340,18.089733,237,1499,NDE,2018312,1108
35.451084,-5.072557,8,68,325.722443,7.565351,240,1504,NDE,2018312,1108
35.276749,-5.099002,8,77,330.421722,10.871871,240,1529,NDE,2018312,1108
34.498840,-5.203180,9,83,334.722076,17.360628,242,1641,NDE,2018312,1108
34.580978,-5.183974,9,94,349.792786,31.909544,243,1629,NDE,2018312,1108
34.574055,-5.185020,8,64,322.437866,4.703619,243,1630,NDE,2018312,1108
34.497849,-5.196537,8,73,326.767822,11.057660,243,1641,NDE,2018312,1108
34.456230,-5.202825,8,60,322.924744,6.958648,243,1647,NDE,2018312,1108
35.481979,-5.040597,8,75,329.302460,11.132044,244,1499,NDE,2018312,1108
35.168530,-5.088186,8,70,326.020782,7.154547,244,1544,NDE,2018312,1108
35.235004,-5.057682,8,64,323.573608,4.778043,247,1534,NDE,2018312,1108
35.145653,-5.030475,9,100,375.068481,78.562386,253,1546,NDE,2018312,1108
35.268673,-4.998241,8,66,324.669067,5.257400,255,1528,NDE,2018312,1108
34.240013,-5.140741,8,79,330.681396,12.669280,257,1675,NDE,2018312,1108
34.140423,-5.142156,8,54,319.024109,5.886780,259,1689,NDE,2018312,1108
34.390034,-5.097646,9,82,333.664795,11.890481,260,1653,NDE,2018312,1108
35.101238,-4.976412,8,71,326.318512,7.058290,262,1550,NDE,2018312,1108
35.393223,-4.884404,9,100,361.129242,50.341221,269,1507,NDE,2018312,1108
36.185787,-4.755508,8,65,324.699066,4.085116,270,1395,NDE,2018312,1108
34.323429,-4.986303,8,42,318.014221,4.090681,278,1659,NDE,2018312,1108
34.220596,-4.920792,8,68,323.903564,7.239621,290,1671,NDE,2018312,1108
34.240501,-4.910939,9,87,339.370239,20.547640,291,1668,NDE,2018312,1108
34.971474,-4.779984,8,73,326.710175,8.366758,294,1562,NDE,2018312,1108
34.198002,-4.823065,8,62,321.072601,4.018421,305,1671,NDE,2018312,1108
36.845837,-4.363941,9,91,345.247253,29.660013,313,1297,NDE,2018312,1108
36.838268,-4.365120,9,81,333.230865,15.520470,313,1298,NDE,2018312,1108
36.873272,-4.338337,8,39,322.370758,4.597029,316,1293,NDE,2018312,1108
35.413303,-4.557193,9,80,332.248871,12.163681,317,1494,NDE,2018312,1108
33.741096,-4.687968,8,54,320.703735,5.367287,335,1731,NDE,2018312,1108
33.862457,-4.637075,8,75,328.187286,8.408063,340,1712,NDE,2018312,1108
35.213974,-4.425809,8,72,326.214233,7.705424,341,1517,NDE,2018312,1108
33.861477,-4.630392,9,99,358.181427,44.496662,341,1712,NDE,2018312,1108
36.917320,-4.006855,8,69,323.745056,7.120842,364,1278,NDE,2018312,1108
33.740070,-4.492554,8,71,326.224365,6.780549,364,1725,NDE,2018312,1108
33.135292,-4.544137,8,64,322.202972,4.806862,370,1808,NDE,2018312,1108
33.128048,-4.545228,8,70,325.117706,6.939990,370,1809,NDE,2018312,1108
33.256313,-4.369306,9,81,332.769409,11.384323,393,1787,NDE,2018312,1108
31.561628,-4.534785,9,85,331.740265,23.707592,406,2006,NDE,2018312,1108
34.989483,-3.946235,9,83,336.002563,12.868068,417,1533,NDE,2018312,1108
34.988487,-3.939585,9,85,338.879974,15.245728,418,1533,NDE,2018312,1108
35.704319,-3.782805,8,36,322.355347,5.153107,425,1430,NDE,2018312,1108
32.941635,-4.193244,8,59,320.933838,4.837586,426,1824,NDE,2018312,1108
36.452869,-3.514946,8,78,330.426819,13.514130,448,1322,NDE,2018312,1108
36.445377,-3.516083,8,71,326.398071,9.939798,448,1323,NDE,2018312,1108
36.451851,-3.508049,9,100,363.243561,61.423801,449,1322,NDE,2018312,1108
36.444363,-3.509192,9,100,365.420807,66.036255,449,1323,NDE,2018312,1108
33.045391,-3.902372,8,74,328.122070,7.359371,467,1801,NDE,2018312,1108
35.771069,-3.103149,9,90,344.478516,33.931900,524,1400,NDE,2018312,1108
35.756638,-3.066499,9,86,340.578278,27.704145,530,1400,NDE,2018312,1108
35.755493,-3.059778,9,84,337.716492,24.411209,531,1400,NDE,2018312,1108
35.748539,-3.060837,9,87,340.768127,27.343868,531,1401,NDE,2018312,1108
35.747490,-3.054105,9,91,346.228485,33.806374,532,1401,NDE,2018312,1108
25.199884,-4.354443,8,48,306.296967,9.291274,569,2745,NDE,2018312,1108
25.192741,-4.355446,8,61,306.796631,9.665108,569,2746,NDE,2018312,1108
36.048458,-2.108366,8,71,331.889984,8.758052,665,1334,NDE,2018312,1108
34.834213,-1.948864,9,92,345.750000,21.884995,716,1493,NDE,2018312,1108
33.942490,-1.543578,7,22,318.841705,4.423850,28,1605,NDE,2018312,1110
35.156925,-0.103103,8,73,321.636078,7.878304,214,1392,NDE,2018312,1110
35.230934,-0.057213,8,36,315.459534,6.722223,219,1381,NDE,2018312,1110
34.054874,0.041186,8,70,312.933380,6.958514,260,1539,NDE,2018312,1110
34.053886,0.047831,8,52,309.524567,5.050375,261,1539,NDE,2018312,1110
35.463940,0.410659,8,57,314.883972,5.099522,283,1336,NDE,2018312,1110
32.843166,1.019844,8,74,315.734589,8.066976,432,1678,NDE,2018312,1110
32.424866,0.956087,8,46,307.647522,4.000323,432,1738,NDE,2018312,1110
35.721512,1.718189,9,85,335.935211,20.530220,471,1266,NDE,2018312,1110
32.362789,1.265545,8,51,302.558777,2.411443,479,1738,NDE,2018312,1110
32.634796,1.353647,8,37,306.579193,2.814516,486,1697,NDE,2018312,1110
34.618027,1.687924,8,52,315.102722,5.546803,491,1411,NDE,2018312,1110
34.425190,1.665589,8,72,319.872589,9.127637,492,1438,NDE,2018312,1110
34.418102,1.664509,8,63,317.137360,7.294064,492,1439,NDE,2018312,1110
30.150278,1.026398,7,26,301.593842,4.133819,493,2027,NDE,2018312,1110
25.239454,0.340891,8,49,301.785309,3.380540,504,2584,NDE,2018312,1110
25.214130,0.347376,8,65,307.361145,6.075730,505,2588,NDE,2018312,1110
34.495476,1.777221,8,40,316.662567,3.978205,507,1425,NDE,2018312,1110
25.167900,0.371553,8,50,301.898651,3.179616,508,2595,NDE,2018312,1110
34.350792,1.775887,8,64,326.277771,7.116699,510,1445,NDE,2018312,1110
34.472961,1.827122,8,50,315.122131,4.293104,515,1426,NDE,2018312,1110
35.645432,2.030984,8,62,332.214630,17.206297,519,1267,NDE,2018312,1110
35.637806,2.029833,9,84,335.902954,20.727680,519,1268,NDE,2018312,1110
25.558388,0.487636,8,73,313.055145,19.419554,519,2542,NDE,2018312,1110
35.652210,2.039160,8,67,341.276855,27.900066,520,1266,NDE,2018312,1110
34.192543,1.819178,9,81,328.612885,14.684297,520,1465,NDE,2018312,1110
25.142782,0.443799,8,68,309.246246,8.067365,521,2596,NDE,2018312,1110
34.155483,1.827247,9,96,351.346069,40.690250,522,1470,NDE,2018312,1110
35.618351,2.055544,8,34,321.950317,6.268462,523,1270,NDE,2018312,1110
34.167530,1.842735,9,100,360.169586,54.642574,524,1468,NDE,2018312,1110
25.100695,0.479170,8,37,301.707367,4.252048,525,2602,NDE,2018312,1110
25.104425,0.481871,8,58,304.378754,5.744337,531,2600,NDE,2018312,1110
34.264439,1.910552,8,35,320.490906,7.190728,532,1452,NDE,2018312,1110
34.257397,1.909497,8,58,320.311554,7.664381,532,1453,NDE,2018312,1110
24.555370,0.427096,8,47,305.732086,8.620826,534,2687,NDE,2018312,1110
34.218281,1.978879,8,71,320.807678,8.652617,543,1457,NDE,2018312,1110
34.211254,1.977810,8,57,314.997162,4.986541,543,1458,NDE,2018312,1110
35.334995,2.172081,7,0,339.886475,23.306368,547,1302,NDE,2018312,1110
35.341602,2.180152,8,41,335.073212,16.020256,548,1301,NDE,2018312,1110
35.333992,2.179015,8,75,363.354431,60.571918,548,1302,NDE,2018312,1110
34.184734,2.006866,8,55,315.092773,4.737566,548,1460,NDE,2018312,1110
34.531136,2.114052,8,68,327.229767,12.012487,556,1410,NDE,2018312,1110
34.210899,2.072386,8,68,319.341309,7.422369,557,1455,NDE,2018312,1110
34.186749,2.087704,9,80,328.635925,13.361804,560,1457,NDE,2018312,1110
34.192726,2.095440,8,70,320.108215,7.202547,561,1456,NDE,2018312,1110
33.877064,2.102503,8,70,321.120422,7.869290,569,1500,NDE,2018312,1110
33.875462,2.156096,8,72,321.038849,8.083464,577,1498,NDE,2018312,1110
35.170765,2.384780,8,36,324.874878,9.691594,582,1317,NDE,2018312,1110
33.858612,2.221640,8,70,320.150299,7.835077,587,1499,NDE,2018312,1110
33.876541,2.244783,8,70,320.365845,8.046575,590,1496,NDE,2018312,1110
34.009518,2.304626,8,54,315.684326,4.070398,596,1475,NDE,2018312,1110
34.006550,2.324655,8,45,314.997864,4.125853,599,1475,NDE,2018312,1110
34.734737,2.462011,9,86,337.615234,22.559338,603,1372,NDE,2018312,1110
34.155121,2.388125,9,80,328.958527,13.981837,605,1453,NDE,2018312,1110
34.161163,2.395885,7,19,316.686340,5.164326,606,1452,NDE,2018312,1110
34.074360,2.443252,8,46,321.446075,6.966646,615,1462,NDE,2018312,1110
34.073380,2.449944,8,69,330.246918,12.910294,616,1462,NDE,2018312,1110
34.066349,2.448889,8,68,330.757385,12.951043,616,1463,NDE,2018312,1110
34.052296,2.446767,9,89,342.081024,24.489782,616,1465,NDE,2018312,1110
34.063381,2.468950,8,69,331.243042,13.039738,619,1463,NDE,2018312,1110
34.062382,2.475633,9,100,384.607758,107.279175,620,1463,NDE,2018312,1110
33.970207,2.468512,9,88,338.087799,23.480440,621,1476,NDE,2018312,1110
33.969208,2.475184,9,83,331.918060,17.102873,622,1476,NDE,2018312,1110
33.893551,2.496711,8,41,318.569641,6.351511,627,1485,NDE,2018312,1110
33.559956,2.446543,8,61,316.414917,4.324457,627,1533,NDE,2018312,1110
34.031006,2.632499,9,83,334.113342,15.036366,644,1462,NDE,2018312,1110
33.994385,2.728052,7,26,323.229401,7.243145,659,1464,NDE,2018312,1110
33.320030,2.626599,8,76,322.741577,8.849782,659,1561,NDE,2018312,1110
33.940296,2.754074,8,62,328.031036,9.854293,664,1471,NDE,2018312,1110
33.939297,2.760748,8,64,328.277161,9.364201,665,1471,NDE,2018312,1110
30.641571,2.274234,8,57,303.724243,3.574980,667,1935,NDE,2018312,1110
30.633778,2.273044,8,61,305.165039,4.321645,667,1936,NDE,2018312,1110
33.775455,2.756456,9,100,360.197571,53.639656,668,1494,NDE,2018312,1110
33.768494,2.755400,8,52,318.330017,7.142891,668,1495,NDE,2018312,1110
33.774464,2.763113,9,89,348.365356,34.859295,669,1494,NDE,2018312,1110
33.767498,2.762057,9,81,330.780457,16.006454,669,1495,NDE,2018312,1110
34.028252,2.834583,7,28,318.385834,5.498696,674,1456,NDE,2018312,1110
34.005230,2.892683,8,76,326.558167,9.208308,683,1458,NDE,2018312,1110
33.688515,2.858439,9,93,345.872803,29.275494,685,1503,NDE,2018312,1110
33.606327,2.879069,9,82,329.847168,15.532261,690,1513,NDE,2018312,1110
32.870266,2.795095,8,67,314.812286,4.726591,694,1619,NDE,2018312,1110
33.857315,2.964525,8,70,324.808533,8.184215,697,1476,NDE,2018312,1110
31.186958,2.594410,8,38,306.935944,3.867946,702,1856,NDE,2018312,1110
31.185896,2.601253,8,72,312.088715,6.288903,703,1856,NDE,2018312,1110
31.115110,2.621674,8,73,312.744904,5.278608,708,1864,NDE,2018312,1110
33.704830,3.029414,8,68,330.500458,13.475315,710,1495,NDE,2018312,1110
33.703850,3.036077,9,100,379.992767,93.475578,711,1495,NDE,2018312,1110
32.790180,2.904876,9,90,337.594849,22.658373,712,1627,NDE,2018312,1110
33.752728,3.091138,8,70,329.949768,13.592751,718,1487,NDE,2018312,1110
33.738758,3.089024,8,70,332.896759,15.703745,718,1489,NDE,2018312,1110
34.419449,3.279228,9,81,333.142944,14.258316,731,1390,NDE,2018312,1110
34.412109,3.278122,9,91,344.359985,27.318653,731,1391,NDE,2018312,1110
34.389145,3.281558,9,98,356.587280,45.487194,732,1394,NDE,2018312,1110
34.381992,3.280485,9,94,367.721649,66.553238,732,1395,NDE,2018312,1110
34.388130,3.288321,8,79,331.450317,13.157843,733,1394,NDE,2018312,1110
34.380970,3.287239,8,79,331.271240,12.688248,733,1395,NDE,2018312,1110
33.786011,3.197310,8,40,320.330841,6.891121,733,1479,NDE,2018312,1110
34.387123,3.295077,8,50,321.694092,5.703032,734,1394,NDE,2018312,1110
33.792011,3.205033,9,98,357.172363,47.087742,734,1478,NDE,2018312,1110
33.785023,3.203982,8,60,322.319183,7.990824,734,1479,NDE,2018312,1110
34.264179,3.329682,7,21,326.530090,7.447250,742,1409,NDE,2018312,1110
34.257023,3.328603,9,82,334.270447,14.615850,742,1410,NDE,2018312,1110
30.409822,2.743386,8,43,303.667023,3.251436,742,1950,NDE,2018312,1110
33.761456,3.261028,9,100,370.870270,70.229866,743,1480,NDE,2018312,1110
33.754463,3.259977,9,97,354.928009,40.867809,743,1481,NDE,2018312,1110
34.255016,3.390328,8,48,321.355164,5.587793,751,1409,NDE,2018312,1110
34.001911,3.377675,8,58,324.138367,7.902833,755,1443,NDE,2018312,1110
32.717278,3.184180,8,65,310.277496,4.568521,755,1628,NDE,2018312,1110
32.675873,3.177897,8,76,318.125519,9.454252,755,1634,NDE,2018312,1110
32.668964,3.176849,8,44,304.123413,2.688277,755,1635,NDE,2018312,1110
32.707409,3.203038,8,67,311.523499,5.602262,758,1629,NDE,2018312,1110
34.244385,3.455259,7,23,318.392181,5.257248,761,1408,NDE,2018312,1110
34.234276,3.520688,8,57,324.383850,8.432062,3,1407,NDE,2018312,1111
34.378971,3.583774,8,79,330.068939,17.659676,9,1386,NDE,2018312,1111
33.066231,3.392850,8,66,312.518890,5.061739,10,1573,NDE,2018312,1111
33.927044,3.536371,9,91,342.744293,25.151489,12,1449,NDE,2018312,1111
33.926102,3.543084,8,40,324.524841,7.158559,13,1449,NDE,2018312,1111
33.932140,3.550843,8,44,324.886169,7.342294,14,1448,NDE,2018312,1111
34.275566,3.634781,8,35,316.717651,7.119277,19,1398,NDE,2018312,1111
33.893726,3.706600,9,87,337.545685,20.039717,38,1448,NDE,2018312,1111
33.801174,3.699547,9,100,368.745117,70.206497,39,1461,NDE,2018312,1111
33.346806,3.685492,8,70,324.658325,11.389229,47,1525,NDE,2018312,1111
33.906586,3.802748,7,0,338.332733,27.097250,52,1443,NDE,2018312,1111
33.438351,3.732485,9,91,352.225555,41.875988,52,1510,NDE,2018312,1111
33.437355,3.739136,8,52,311.721100,4.692254,53,1510,NDE,2018312,1111
33.111488,3.690089,8,54,310.690399,4.176827,53,1557,NDE,2018312,1111
32.489300,3.602666,8,33,306.683258,3.087017,54,1647,NDE,2018312,1111
28.344500,2.977368,8,56,305.175018,4.251301,56,2171,NDE,2018312,1111
33.017773,3.703062,9,89,337.071869,20.903751,57,1570,NDE,2018312,1111
33.016781,3.709695,9,99,357.631287,47.642586,58,1570,NDE,2018312,1111
28.625647,3.045087,8,62,306.547150,5.782011,59,2142,NDE,2018312,1111
28.616026,3.043588,8,67,309.236786,7.679320,59,2143,NDE,2018312,1111
28.329550,3.007311,8,71,311.695038,8.599520,60,2172,NDE,2018312,1111
33.332218,3.777649,8,77,323.156799,9.470351,61,1524,NDE,2018312,1111
33.325275,3.776600,8,66,322.617096,8.530897,61,1525,NDE,2018312,1111
33.318325,3.775544,9,85,331.807404,14.949465,61,1526,NDE,2018312,1111
28.287981,3.008981,9,82,323.565704,21.400993,61,2176,NDE,2018312,1111
29.032822,3.138855,8,68,310.009003,6.809351,63,2098,NDE,2018312,1111
28.300194,3.013965,8,37,307.767273,5.361294,64,2174,NDE,2018312,1111
28.290092,3.012341,8,30,307.164764,5.125572,64,2175,NDE,2018312,1111
29.034346,3.139341,8,72,312.803802,8.244799,65,2097,NDE,2018312,1111
34.302341,3.956168,8,71,333.213348,14.797269,66,1385,NDE,2018312,1111
33.361431,3.815602,9,94,347.090454,31.744814,66,1518,NDE,2018312,1111
33.406120,3.849514,9,82,335.578491,17.032307,70,1511,NDE,2018312,1111
33.719601,3.903468,9,93,347.184784,28.497164,71,1466,NDE,2018312,1111
29.450788,3.258106,8,59,305.939667,4.708755,72,2049,NDE,2018312,1111
33.606491,3.987604,8,46,331.660400,7.845631,86,1479,NDE,2018312,1111
33.573555,4.016746,9,100,393.595947,131.534286,91,1483,NDE,2018312,1111
33.566566,4.015695,9,100,363.872772,54.384304,91,1484,NDE,2018312,1111
29.311125,3.366958,8,60,306.201782,4.500743,91,2062,NDE,2018312,1111
33.256187,3.996024,8,47,322.147278,7.007136,95,1528,NDE,2018312,1111
32.326351,3.875388,8,79,322.853516,10.312670,98,1661,NDE,2018312,1111
32.319424,3.874333,9,87,333.062286,18.402575,98,1662,NDE,2018312,1111
32.442017,3.906563,8,64,316.920837,7.523592,100,1644,NDE,2018312,1111
30.884825,3.681844,9,84,327.133026,18.124617,102,1863,NDE,2018312,1111
32.234158,3.922452,8,76,334.210144,20.201481,107,1673,NDE,2018312,1111
31.646870,3.872563,8,79,322.420074,11.165191,113,1755,NDE,2018312,1111
32.163918,3.958569,9,92,342.150299,29.043493,114,1681,NDE,2018312,1111
32.364079,3.995899,8,57,309.574677,3.338941,115,1652,NDE,2018312,1111
31.573923,3.875078,8,64,316.074615,7.472840,115,1765,NDE,2018312,1111
33.171310,4.124832,8,60,318.715759,6.384886,116,1535,NDE,2018312,1111
31.635790,3.898293,8,63,314.834167,6.523737,117,1756,NDE,2018312,1111
31.634790,3.905003,9,85,329.694855,16.327873,118,1756,NDE,2018312,1111
31.627714,3.903916,9,88,333.945465,19.788408,118,1757,NDE,2018312,1111
31.618591,3.916241,8,78,323.842682,11.517324,120,1758,NDE,2018312,1111
31.610487,3.921864,8,52,322.424042,10.250956,121,1759,NDE,2018312,1111
32.051697,3.995889,8,45,309.287323,3.145979,122,1696,NDE,2018312,1111
32.936237,4.136870,8,31,316.228210,4.765069,123,1568,NDE,2018312,1111
32.875282,4.161377,8,79,324.763092,8.795982,128,1575,NDE,2018312,1111
32.107620,4.044762,9,81,325.807159,11.990866,128,1686,NDE,2018312,1111
33.160942,4.238390,8,61,316.437775,5.218966,133,1533,NDE,2018312,1111
31.752815,4.024597,8,78,321.411499,9.427238,133,1736,NDE,2018312,1111
31.921316,4.098076,8,71,315.986572,6.510528,140,1711,NDE,2018312,1111
28.078239,3.508098,8,63,307.194641,7.552308,140,2185,NDE,2018312,1111
31.438093,4.045236,8,32,315.402039,5.840294,143,1779,NDE,2018312,1111
31.437311,4.049711,8,36,318.732117,7.559256,144,1778,NDE,2018312,1111
32.863132,4.287769,9,89,339.025696,20.091488,147,1573,NDE,2018312,1111
32.856220,4.286726,9,99,359.506531,48.653725,147,1574,NDE,2018312,1111
31.997910,4.156317,9,86,332.692139,17.795301,147,1698,NDE,2018312,1111
35.201611,4.642862,9,81,332.984619,16.191164,148,1250,NDE,2018312,1111
32.862141,4.294404,8,66,328.305145,11.233118,148,1573,NDE,2018312,1111
32.855232,4.293360,8,40,323.599762,8.086859,148,1574,NDE,2018312,1111
31.996895,4.162971,8,69,316.129089,5.690722,148,1698,NDE,2018312,1111
31.695442,4.116867,8,67,319.277740,7.823412,148,1741,NDE,2018312,1111
35.200367,4.649888,9,100,404.574799,207.664658,149,1250,NDE,2018312,1111
31.581282,4.106221,9,84,329.624634,15.188253,149,1757,NDE,2018312,1111
31.685404,4.135869,8,72,319.827667,8.224549,151,1742,NDE,2018312,1111
32.165798,4.222691,8,54,318.722992,6.946212,153,1673,NDE,2018312,1111
32.531559,4.285078,9,100,386.812927,113.500969,154,1620,NDE,2018312,1111
32.524658,4.284031,9,100,402.032990,164.789856,154,1621,NDE,2018312,1111
32.164806,4.229340,8,57,320.133728,7.353586,154,1673,NDE,2018312,1111
31.305372,4.098411,8,77,320.730774,8.446672,154,1795,NDE,2018312,1111
31.298208,4.097314,9,86,331.998901,17.577332,154,1796,NDE,2018312,1111
31.255253,4.090749,8,75,318.597382,8.345074,154,1802,NDE,2018312,1111
32.530567,4.291711,8,55,319.885101,7.291687,155,1620,NDE,2018312,1111
31.982853,4.208497,8,77,322.215973,9.417472,155,1699,NDE,2018312,1111
31.975885,4.207438,8,76,320.983826,8.808912,155,1700,NDE,2018312,1111
31.304317,4.105160,8,78,321.451355,8.848824,155,1795,NDE,2018312,1111
32.854218,4.347487,8,62,320.057922,6.625729,156,1573,NDE,2018312,1111
31.446600,4.133742,8,68,313.931061,5.548772,156,1775,NDE,2018312,1111
