Lon,Lat,Mask,Conf,brt_t13(K),frp(MW),line,sample,Sat,YearDay,Hour
75.594498,31.843254,8,70,311.780640,6.139029,26,1729,NDE,2018312,0756
73.958580,31.569544,9,80,322.128693,13.086462,26,1921,NDE,2018312,0756
75.323296,31.833931,8,68,309.830200,4.889539,31,1761,NDE,2018312,0756
75.379189,31.855299,8,75,315.009430,7.116861,33,1753,NDE,2018312,0756
75.068604,31.818016,9,80,321.045349,12.353201,35,1790,NDE,2018312,0756
74.949585,31.805172,8,67,309.309448,5.340793,36,1804,NDE,2018312,0756
74.996986,31.826981,8,75,316.099670,8.990129,38,1798,NDE,2018312,0756
74.606895,31.761578,8,64,308.331299,5.077618,38,1844,NDE,2018312,0756
74.146095,31.682608,8,75,316.074219,9.051525,38,1897,NDE,2018312,0756
74.137260,31.681078,9,91,339.892853,31.086710,38,1898,NDE,2018312,0756
74.146835,31.718445,8,61,307.151825,4.491090,43,1896,NDE,2018312,0756
73.741928,31.655334,8,70,312.253723,6.822813,44,1941,NDE,2018312,0756
74.661255,31.837292,8,70,311.617554,6.575099,48,1835,NDE,2018312,0756
74.131264,31.788769,8,79,320.765625,12.896285,54,1895,NDE,2018312,0756
73.308083,31.657904,8,64,309.327057,5.964041,56,1985,NDE,2018312,0756
74.423637,31.860271,8,67,310.119690,5.587554,57,1861,NDE,2018312,0756
75.306862,32.027885,8,73,313.392365,6.644281,60,1756,NDE,2018312,0756
72.749619,31.586409,8,68,312.615082,8.978390,60,2042,NDE,2018312,0756
75.013519,31.986902,8,71,311.907471,6.196954,61,1791,NDE,2018312,0756
74.153618,31.849688,8,63,308.101166,4.800284,62,1891,NDE,2018312,0756
74.144783,31.848179,8,67,310.000885,5.688460,62,1892,NDE,2018312,0756
73.883476,31.825974,8,69,311.114044,6.461082,66,1920,NDE,2018312,0756
72.424706,31.589720,8,58,308.081512,5.907391,70,2072,NDE,2018312,0756
74.325928,31.938528,8,67,310.207001,5.709850,71,1869,NDE,2018312,0756
75.297432,32.114510,8,65,307.395020,4.656381,73,1754,NDE,2018312,0756
74.296600,31.947691,8,67,311.190857,5.952194,73,1872,NDE,2018312,0756
72.490608,31.625107,9,81,324.597992,19.429138,73,2065,NDE,2018312,0756
74.928467,32.060955,8,50,307.755676,4.496367,74,1798,NDE,2018312,0756
74.084206,31.918335,8,64,308.378784,5.034829,74,1896,NDE,2018312,0756
73.643616,31.841536,9,90,337.756470,29.996838,74,1945,NDE,2018312,0756
73.531677,31.829063,8,64,308.709595,5.155653,75,1957,NDE,2018312,0756
74.538071,32.030903,8,62,307.262939,4.755338,79,1843,NDE,2018312,0756
73.253899,31.809151,8,72,314.597260,8.903685,79,1986,NDE,2018312,0756
74.538101,32.034050,8,62,307.351959,4.945567,80,1842,NDE,2018312,0756
73.255928,31.807631,8,71,314.104279,8.664965,80,1985,NDE,2018312,0756
75.299950,32.182007,8,58,308.686157,4.522866,83,1751,NDE,2018312,0756
75.313560,32.198009,8,59,308.252625,4.541505,85,1749,NDE,2018312,0756
72.205704,31.649607,8,64,310.784302,7.463581,85,2090,NDE,2018312,0756
74.502899,32.070278,8,67,310.105530,6.394827,86,1845,NDE,2018312,0756
74.418953,32.084225,8,64,308.276947,5.173601,90,1854,NDE,2018312,0756
72.770927,31.951645,8,67,311.894348,7.764921,114,2028,NDE,2018312,0756
73.772514,32.147690,8,65,308.679779,5.441883,116,1921,NDE,2018312,0756
72.396790,31.896772,9,82,325.644226,20.511911,116,2065,NDE,2018312,0756
73.401604,32.103661,8,70,312.637817,7.360146,119,1961,NDE,2018312,0756
73.650650,32.228230,8,65,308.158905,4.695541,131,1931,NDE,2018312,0756
73.981033,32.293453,8,77,317.947968,10.320930,132,1894,NDE,2018312,0756
71.524704,32.949631,7,0,326.023315,22.451593,294,2111,NDE,2018312,0756
69.535233,40.864437,8,56,303.526550,6.823912,735,2026,NDE,2018312,0758
69.539574,40.861786,8,52,302.284485,6.311863,736,2025,NDE,2018312,0758
60.354488,43.461613,9,88,333.413391,35.512222,647,2664,NDE,2018312,0759
60.346115,43.459293,8,78,318.394043,19.132898,647,2665,NDE,2018312,0759
59.113991,43.512669,8,31,304.203979,9.491323,700,2780,NDE,2018312,0759
58.567173,43.367424,8,66,342.767670,64.941391,701,2835,NDE,2018312,0759
58.557003,43.364468,8,62,344.011322,67.948456,701,2836,NDE,2018312,0759
59.113060,43.517982,8,73,312.649567,17.410040,707,2779,NDE,2018312,0759
58.548054,43.364086,7,26,312.542847,17.937525,708,2836,NDE,2018312,0759
64.623421,45.242672,8,34,317.501923,15.095469,747,2250,NDE,2018312,0759
64.613373,45.240410,9,82,323.107269,20.447739,747,2251,NDE,2018312,0759
64.713844,57.349224,9,80,319.746033,16.332407,174,1731,NDE,2018312,0803
64.701233,57.347061,9,92,340.696259,34.703949,174,1732,NDE,2018312,0803
-100.297737,25.719017,9,82,311.099670,8.110229,45,1841,NDE,2018312,0830
-92.492607,17.892094,8,60,304.457214,11.423306,200,2947,NDE,2018312,0832
-102.207039,17.933588,8,74,308.142456,6.328523,471,1858,NDE,2018312,0832
-90.873444,14.468424,8,75,308.698456,35.923485,651,3172,NDE,2018312,0832
-90.825394,14.457604,9,83,311.622040,41.335773,651,3173,NDE,2018312,0832
48.870403,-17.771315,8,48,326.674347,71.421326,573,3164,NDE,2018312,0923
48.855831,-17.772455,8,34,304.820496,21.003122,573,3165,NDE,2018312,0923
48.879284,-17.768267,8,54,305.595154,22.183249,582,3163,NDE,2018312,0923
48.864548,-17.769510,8,64,326.514374,71.079422,582,3164,NDE,2018312,0923
48.931709,-17.111895,8,72,315.550995,41.056995,680,3152,NDE,2018312,0923
48.967022,-17.051817,7,0,302.784302,16.634480,684,3149,NDE,2018312,0923
49.067276,-17.029305,8,38,304.236328,19.573675,685,3142,NDE,2018312,0923
48.959110,-17.047842,7,0,322.179504,56.116856,693,3149,NDE,2018312,0923
48.946259,-17.048985,7,0,305.577972,21.455147,693,3150,NDE,2018312,0923
49.057941,-17.024834,8,52,304.668243,18.421286,694,3142,NDE,2018312,0923
49.011189,-16.986332,8,64,309.275543,26.784210,697,3145,NDE,2018312,0923
48.844398,-16.971958,7,17,300.026031,11.301396,699,3157,NDE,2018312,0923
49.308624,-16.918568,7,0,306.344971,21.251598,700,3122,NDE,2018312,0923
49.296589,-16.919594,7,0,302.085938,14.714301,700,3123,NDE,2018312,0923
48.799740,-16.961315,7,0,309.083679,22.914640,700,3160,NDE,2018312,0923
49.014229,-16.981939,8,35,305.090607,20.297098,706,3144,NDE,2018312,0923
49.003807,-16.982903,8,32,303.329529,17.942499,706,3145,NDE,2018312,0923
48.849499,-16.968390,8,45,303.675323,16.340788,708,3156,NDE,2018312,0923
49.302860,-16.836468,8,56,306.716675,20.474871,723,3121,NDE,2018312,0923
49.077763,-16.800793,9,84,326.294067,63.290234,727,3138,NDE,2018312,0923
48.250198,-16.858017,9,83,325.092407,53.344730,728,3195,NDE,2018312,0923
49.133297,-16.621927,8,74,318.162598,40.897289,748,3132,NDE,2018312,0923
49.120972,-16.622984,8,78,335.441162,89.937782,748,3133,NDE,2018312,0923
49.107967,-16.624104,8,75,356.953766,188.470490,748,3134,NDE,2018312,0923
49.286736,-16.594746,8,70,342.478607,115.257324,749,3120,NDE,2018312,0923
49.178219,-16.625748,8,47,305.979034,19.470030,756,3128,NDE,2018312,0923
49.292377,-16.601166,9,86,338.949097,101.720108,757,3119,NDE,2018312,0923
49.280685,-16.602249,9,84,326.030182,60.805019,757,3120,NDE,2018312,0923
49.138927,-16.615324,7,20,300.333740,10.182148,757,3131,NDE,2018312,0923
49.126850,-16.616434,8,71,321.118378,44.989464,757,3132,NDE,2018312,0923
49.114708,-16.617554,9,86,359.340027,206.402985,757,3133,NDE,2018312,0923
49.100708,-16.618837,8,63,324.327271,55.037449,757,3134,NDE,2018312,0923
49.381596,-16.565147,7,0,323.936951,52.846027,759,3112,NDE,2018312,0923
49.342251,-16.568741,9,80,341.570160,106.872177,759,3115,NDE,2018312,0923
49.329643,-16.569893,8,46,317.942505,35.874527,759,3116,NDE,2018312,0923
49.341560,-16.554907,9,81,321.339783,45.355797,760,3115,NDE,2018312,0923
49.328228,-16.494022,8,35,301.300385,12.398872,5,3115,NDE,2018312,0925
49.262489,-16.472244,9,80,326.300568,60.954342,7,3120,NDE,2018312,0925
49.182140,-16.451559,8,49,302.451050,15.065258,9,3126,NDE,2018312,0925
49.153084,-16.412071,8,48,303.215698,14.805985,12,3128,NDE,2018312,0925
49.340786,-16.429764,7,26,300.670197,11.533077,18,3113,NDE,2018312,0925
49.187004,-16.444510,8,37,301.791016,13.539711,18,3125,NDE,2018312,0925
49.173027,-16.445845,8,50,308.073883,22.041515,18,3126,NDE,2018312,0925
48.596115,-16.413286,8,69,309.797638,24.144938,24,3168,NDE,2018312,0925
48.989891,-16.232374,8,44,304.279572,16.888884,43,3138,NDE,2018312,0925
48.029007,-15.456231,8,52,309.473297,19.598339,173,3194,NDE,2018312,0925
48.013355,-15.457575,8,63,324.206543,58.070724,173,3195,NDE,2018312,0925
48.020752,-15.456313,9,82,322.508423,48.391151,182,3194,NDE,2018312,0925
48.004513,-15.457804,8,56,312.341736,21.530323,182,3195,NDE,2018312,0925
48.003223,-15.443104,8,67,317.594879,33.173668,183,3195,NDE,2018312,0925
48.656227,-14.895362,7,19,305.110931,13.224509,252,3147,NDE,2018312,0925
49.573677,-14.786009,8,61,306.938873,17.855383,262,3073,NDE,2018312,0925
47.905888,-14.740737,8,67,334.252441,80.520233,285,3194,NDE,2018312,0925
47.890995,-14.742060,8,62,322.532654,38.637753,285,3195,NDE,2018312,0925
47.912369,-14.740458,8,67,319.628326,35.124481,294,3193,NDE,2018312,0925
47.897472,-14.741879,9,90,335.821869,92.274803,294,3194,NDE,2018312,0925
48.533882,-14.401059,9,93,342.277557,120.078339,331,3150,NDE,2018312,0925
48.516598,-14.402690,9,86,328.414185,68.303131,331,3151,NDE,2018312,0925
48.525635,-14.411196,9,88,333.333496,79.090065,339,3150,NDE,2018312,0925
48.539970,-14.395501,8,77,316.896606,35.953350,340,3149,NDE,2018312,0925
48.524731,-14.397037,9,82,323.301575,52.034100,340,3150,NDE,2018312,0925
49.837219,-14.090981,8,48,303.327667,10.578097,361,3039,NDE,2018312,0925
49.825317,-14.092197,8,44,301.427856,7.930535,361,3040,NDE,2018312,0925
49.511864,-13.992212,9,92,340.996521,93.283493,379,3067,NDE,2018312,0925
49.571373,-13.988966,8,50,301.980621,8.814330,387,3061,NDE,2018312,0925
49.516926,-13.994795,8,72,311.705688,22.817247,387,3066,NDE,2018312,0925
49.524887,-13.953728,8,41,301.002808,9.159172,390,3065,NDE,2018312,0925
47.933243,-14.115088,8,52,309.453339,21.922060,390,3185,NDE,2018312,0925
49.639210,-13.928426,8,55,312.263062,23.767887,391,3055,NDE,2018312,0925
49.811573,-13.897206,8,57,304.867218,13.273808,392,3039,NDE,2018312,0925
49.419716,-13.910789,8,69,309.624054,21.400387,394,3074,NDE,2018312,0925
49.378975,-13.887887,9,99,358.715302,173.961990,396,3077,NDE,2018312,0925
49.369110,-13.888872,9,100,362.072327,193.724350,396,3078,NDE,2018312,0925
49.424004,-13.913000,8,47,305.773773,15.349262,402,3073,NDE,2018312,0925
49.382534,-13.890457,9,82,322.941833,44.185028,404,3076,NDE,2018312,0925
49.372444,-13.891529,9,100,372.834320,262.980011,404,3077,NDE,2018312,0925
49.362560,-13.892580,8,60,308.664337,17.783012,404,3078,NDE,2018312,0925
49.028862,-13.691051,8,67,308.355469,15.951849,438,3102,NDE,2018312,0925
49.178497,-13.375560,8,60,311.290527,19.480377,485,3084,NDE,2018312,0925
49.333824,-13.331980,8,66,308.565521,12.904283,487,3071,NDE,2018312,0925
49.285404,-13.218417,8,64,307.970215,10.529106,504,3073,NDE,2018312,0925
56.484947,21.492012,8,47,322.857605,7.844123,162,1291,NDE,2018312,0934
54.324348,24.063364,8,61,321.018127,4.564935,588,1482,NDE,2018312,0934
53.030876,24.898022,8,43,310.791687,5.586455,740,1619,NDE,2018312,0934
53.211845,25.189695,8,42,310.725555,5.405313,11,1587,NDE,2018312,0936
53.149521,25.532055,8,78,325.252228,14.149985,63,1584,NDE,2018312,0936
52.541924,25.594532,8,49,311.511108,5.901371,86,1658,NDE,2018312,0936
52.012627,26.670355,8,76,323.106476,13.086068,257,1688,NDE,2018312,0936
52.641869,27.505880,8,63,326.639069,12.356836,366,1583,NDE,2018312,0936
49.579815,27.018496,8,72,319.269623,7.761992,367,1962,NDE,2018312,0936
49.580933,27.017921,8,71,318.215240,7.133337,368,1961,NDE,2018312,0936
52.599380,27.519186,8,36,311.197296,4.381960,369,1587,NDE,2018312,0936
52.591629,27.518013,8,31,310.538727,4.083169,369,1588,NDE,2018312,0936
49.717854,28.493208,9,100,361.977936,67.844307,581,1899,NDE,2018312,0936
49.709278,28.491732,9,86,334.538116,25.646410,581,1900,NDE,2018312,0936
55.851677,29.989681,8,63,310.246582,8.189681,669,1146,NDE,2018312,0936
47.739021,28.885454,8,58,303.963135,5.367504,691,2089,NDE,2018312,0936
47.728859,28.883528,8,65,306.977600,7.563130,691,2090,NDE,2018312,0936
50.488186,30.483671,8,47,303.864075,3.808988,87,1744,NDE,2018312,0937
47.417053,30.166494,9,83,326.461945,20.340063,119,2081,NDE,2018312,0937
47.395908,30.208925,8,47,313.098145,6.650780,125,2082,NDE,2018312,0937
47.386929,30.216173,8,78,321.290466,13.584693,128,2082,NDE,2018312,0937
47.360241,30.280773,9,83,326.635742,19.825317,137,2083,NDE,2018312,0937
47.342991,30.316874,8,66,311.680115,5.563862,144,2083,NDE,2018312,0937
47.612755,30.421246,9,88,334.589417,28.374264,151,2055,NDE,2018312,0937
47.602783,30.419401,8,75,318.024963,10.473948,151,2056,NDE,2018312,0937
49.672226,30.900141,8,56,304.250092,3.994786,168,1824,NDE,2018312,0937
47.311474,30.497757,9,92,341.779297,41.070255,170,2081,NDE,2018312,0937
47.310963,30.552563,8,66,314.086792,8.633349,179,2079,NDE,2018312,0937
47.329544,30.563786,8,76,319.332489,13.127208,180,2077,NDE,2018312,0937
47.283127,30.578220,8,64,310.864899,7.908456,183,2081,NDE,2018312,0937
47.328716,30.609888,9,100,364.217010,89.617218,186,2076,NDE,2018312,0937
47.662834,30.750631,9,93,343.450623,42.097744,198,2040,NDE,2018312,0937
47.327641,30.766556,9,98,356.228882,67.520531,210,2071,NDE,2018312,0937
47.333389,30.829121,8,77,320.464081,12.934893,218,2069,NDE,2018312,0937
48.144100,31.006262,9,88,334.347198,24.416925,222,1985,NDE,2018312,0937
48.134720,31.004591,9,91,339.714294,30.582132,222,1986,NDE,2018312,0937
47.332684,30.884756,9,81,323.993591,15.913218,227,2067,NDE,2018312,0937
48.955608,31.206768,9,82,325.546967,13.900418,231,1893,NDE,2018312,0937
49.115974,31.300459,8,76,317.924103,9.615719,241,1872,NDE,2018312,0937
47.614090,31.061405,9,89,336.623932,28.550463,245,2035,NDE,2018312,0937
48.728981,31.276184,8,67,312.298859,5.582240,247,1915,NDE,2018312,0937
47.630135,31.079454,8,76,318.729706,9.973704,247,2033,NDE,2018312,0937
47.289597,31.024054,9,91,339.050171,35.429367,248,2067,NDE,2018312,0937
47.287766,31.031380,8,72,313.936371,9.244355,249,2067,NDE,2018312,0937
47.277618,31.029495,8,68,319.761841,14.488548,249,2068,NDE,2018312,0937
48.652779,31.408085,9,80,322.367096,13.293136,268,1919,NDE,2018312,0937
47.831963,31.436615,8,71,312.687836,7.892981,294,2002,NDE,2018312,0937
45.971336,31.359400,8,55,303.063843,6.585474,333,2172,NDE,2018312,0937
45.959728,31.357145,8,70,310.528992,12.208301,333,2173,NDE,2018312,0937
45.962643,31.360533,8,72,312.226654,13.708617,336,2172,NDE,2018312,0937
49.099716,32.067379,8,43,301.688080,2.099535,354,1848,NDE,2018312,0937
49.069275,32.163784,9,88,333.452576,23.357239,369,1848,NDE,2018312,0937
49.060654,32.162315,8,79,319.612549,11.602331,369,1849,NDE,2018312,0937
49.092365,32.297955,8,62,305.591339,3.554966,388,1841,NDE,2018312,0937
44.221085,35.387417,8,65,306.975952,6.365467,204,2196,NDE,2018312,0939
44.042213,35.723690,7,0,300.210297,3.766825,260,2201,NDE,2018312,0939
43.719589,35.952782,8,74,313.451233,10.365943,301,2227,NDE,2018312,0939
43.323540,36.775806,8,51,302.227081,5.940773,435,2234,NDE,2018312,0939
33.388226,37.368118,8,75,314.402466,32.274323,119,3083,NDE,2018312,0940
33.327724,37.618233,8,64,306.470856,20.112215,154,3078,NDE,2018312,0940
33.323219,37.615269,8,49,307.387848,21.304710,162,3078,NDE,2018312,0940
41.739506,40.244350,8,78,318.030518,15.909606,217,2247,NDE,2018312,0940
46.556103,41.507221,8,51,302.195190,4.761002,266,1779,NDE,2018312,0940
32.372066,38.437191,8,74,314.157288,33.253101,313,3107,NDE,2018312,0940
32.357460,38.432575,8,72,312.254547,30.095036,313,3108,NDE,2018312,0940
58.596275,43.382442,9,100,361.777557,146.817459,344,657,NDE,2018312,0940
58.595245,43.392426,9,100,363.862366,157.067612,345,657,NDE,2018312,0940
46.230450,43.384811,8,76,315.789215,10.582021,549,1740,NDE,2018312,0940
44.219444,43.522049,8,69,309.803986,8.283731,620,1924,NDE,2018312,0940
44.217049,43.528896,8,68,309.247040,7.815127,621,1924,NDE,2018312,0940
43.555569,44.286999,8,77,321.710510,17.007128,749,1953,NDE,2018312,0940
43.544785,44.284996,9,83,331.527405,26.377651,749,1954,NDE,2018312,0940
42.931969,44.226200,8,60,304.740692,7.505543,758,2007,NDE,2018312,0940
43.213425,44.443203,8,74,313.632904,12.045482,13,1976,NDE,2018312,0942
41.850620,44.350838,8,62,305.750977,7.937284,39,2087,NDE,2018312,0942
41.764515,44.443817,8,59,304.504791,7.420141,55,2090,NDE,2018312,0942
48.080532,46.056179,8,60,305.030426,6.495394,132,1461,NDE,2018312,0942
48.334190,46.171776,8,62,305.871918,6.297271,144,1433,NDE,2018312,0942
48.342495,46.179836,9,87,331.627380,22.552441,145,1432,NDE,2018312,0942
38.542141,45.363205,8,53,311.004456,12.067198,286,2305,NDE,2018312,0942
38.531395,45.360733,8,59,317.244019,17.132393,286,2306,NDE,2018312,0942
38.536572,45.357162,8,57,315.074707,14.442968,289,2305,NDE,2018312,0942
38.532787,45.365292,8,62,307.173920,8.663061,290,2305,NDE,2018312,0942
40.033623,45.813900,8,75,314.725464,17.982519,303,2163,NDE,2018312,0942
40.019859,45.810974,8,62,305.941284,10.719707,303,2164,NDE,2018312,0942
38.132504,45.428410,8,61,305.177887,9.483828,311,2335,NDE,2018312,0942
38.121376,45.425770,8,77,317.219452,18.590897,311,2336,NDE,2018312,0942
40.300842,47.428566,8,63,306.001984,9.300640,529,2087,NDE,2018312,0942
33.218685,46.237488,8,70,310.251740,12.754318,603,2664,NDE,2018312,0942
39.433559,47.835102,8,71,311.486298,14.352355,613,2131,NDE,2018312,0942
42.298416,48.644066,8,58,304.070709,6.735920,647,1887,NDE,2018312,0942
34.548817,47.451385,8,56,303.591248,13.168864,725,2497,NDE,2018312,0942
33.548710,47.850189,8,37,301.742157,12.864054,46,2539,NDE,2018312,0943
33.543049,47.844173,8,63,306.139587,16.880865,51,2539,NDE,2018312,0943
29.684340,52.213612,8,53,302.654236,8.549396,36,2568,NDE,2018312,0944
-121.030693,51.913471,8,55,303.494049,8.210862,194,1408,NDE,2018312,1004
-121.033058,51.906822,8,44,301.785248,7.499613,195,1408,NDE,2018312,1004
-118.486160,50.906563,9,100,335.138885,28.240377,285,1663,NDE,2018312,1004
-117.576355,50.663345,9,100,331.166260,25.795010,298,1751,NDE,2018312,1004
-117.939743,50.711868,8,52,302.974335,7.839612,300,1718,NDE,2018312,1004
-118.793083,50.709942,9,83,311.784363,11.149802,321,1645,NDE,2018312,1004
-119.182579,50.285267,9,100,338.695953,31.416807,392,1628,NDE,2018312,1004
-115.345581,49.009678,9,100,323.302460,24.585386,476,1999,NDE,2018312,1004
-115.373207,49.007668,9,100,333.183563,34.663940,477,1997,NDE,2018312,1004
-116.793663,48.787952,8,65,305.602814,9.732447,549,1895,NDE,2018312,1004
-116.449547,48.057186,9,100,320.308899,20.085083,645,1952,NDE,2018312,1004
-124.459724,49.226742,8,73,307.921936,12.044467,655,1214,NDE,2018312,1004
-124.466866,49.222771,9,85,312.540100,14.340556,657,1214,NDE,2018312,1004
-116.289368,46.839828,8,47,302.192780,9.478102,47,2012,NDE,2018312,1006
-116.277206,46.837372,8,67,306.283630,11.660776,47,2013,NDE,2018312,1006
-116.285461,46.834774,7,29,311.852997,13.780911,49,2013,NDE,2018312,1006
-119.087982,46.390011,9,91,315.426788,14.085169,189,1793,NDE,2018312,1006
-122.073868,46.091496,8,41,301.427246,7.107979,304,1523,NDE,2018312,1006
-122.266602,44.466385,8,51,302.759644,6.832417,547,1563,NDE,2018312,1006
-122.268593,44.459843,8,64,305.477081,8.091155,548,1563,NDE,2018312,1006
-123.544670,44.355572,8,47,302.207214,7.020307,591,1441,NDE,2018312,1006
-124.133904,42.190685,9,94,316.749146,13.027193,155,1455,NDE,2018312,1007
-118.579529,36.208202,8,64,305.890564,9.022441,118,2196,NDE,2018312,1009
28.290062,-31.120251,9,80,321.854370,27.421022,295,2937,NDE,2018312,1101
28.279303,-31.120846,9,98,355.965118,113.851303,295,2938,NDE,2018312,1101
30.384420,-30.431282,8,73,313.039368,13.256300,378,2698,NDE,2018312,1101
30.376194,-30.431873,8,64,306.640778,8.701002,378,2699,NDE,2018312,1101
29.545538,-30.313219,8,72,314.547546,16.699518,407,2797,NDE,2018312,1101
29.544113,-30.301868,8,58,311.652710,13.196174,408,2797,NDE,2018312,1101
30.030302,-30.014303,8,58,306.576538,8.679123,444,2735,NDE,2018312,1101
30.433485,-29.880627,9,86,328.903015,26.776276,460,2681,NDE,2018312,1101
30.371017,-29.874250,8,75,378.662323,143.104980,461,2689,NDE,2018312,1101
30.362349,-29.874859,8,75,410.115387,305.386719,461,2690,NDE,2018312,1101
30.354334,-29.875414,8,62,323.857086,21.495987,461,2691,NDE,2018312,1101
30.347023,-29.875935,7,28,308.700562,8.146464,461,2692,NDE,2018312,1101
30.433519,-29.884264,8,66,332.232361,31.283531,466,2680,NDE,2018312,1101
30.370331,-29.867489,9,100,425.140320,415.514771,468,2688,NDE,2018312,1101
30.361843,-29.868141,9,100,477.451172,1051.847534,468,2689,NDE,2018312,1101
30.353870,-29.868752,9,100,365.154846,97.205292,468,2690,NDE,2018312,1101
30.260750,-29.843060,8,78,318.815491,17.008429,471,2702,NDE,2018312,1101
30.252087,-29.843716,9,90,337.894714,41.189701,471,2703,NDE,2018312,1101
30.319736,-29.744183,9,89,334.327209,32.436653,486,2692,NDE,2018312,1101
30.311724,-29.744781,9,88,333.678467,31.869318,486,2693,NDE,2018312,1101
30.319832,-29.733282,9,100,387.190887,177.549286,487,2692,NDE,2018312,1101
30.311987,-29.733870,9,100,389.979706,191.182999,487,2693,NDE,2018312,1101
30.304012,-29.734470,8,56,305.265503,4.663005,487,2694,NDE,2018312,1101
29.426872,-29.716002,9,87,333.957672,38.072689,501,2800,NDE,2018312,1101
29.418530,-29.716593,9,85,330.230377,32.379513,501,2801,NDE,2018312,1101
30.136875,-29.620342,9,86,330.866669,31.066740,505,2714,NDE,2018312,1101
30.128500,-29.620945,8,58,306.015259,6.829700,505,2715,NDE,2018312,1101
30.558382,-29.515574,8,72,312.884064,11.563947,518,2656,NDE,2018312,1101
30.551266,-29.516132,8,64,308.899323,8.773888,518,2657,NDE,2018312,1101
30.342436,-29.427576,8,77,317.536560,14.004344,534,2682,NDE,2018312,1101
30.335243,-29.428129,8,76,316.913208,13.894529,534,2683,NDE,2018312,1101
29.895397,-29.356016,9,90,338.423676,40.819378,550,2738,NDE,2018312,1101
29.894215,-29.344982,9,84,327.342316,24.418478,551,2738,NDE,2018312,1101
30.499142,-29.205128,8,79,319.625000,16.192238,566,2657,NDE,2018312,1101
30.491747,-29.205711,8,74,314.053192,12.012810,566,2658,NDE,2018312,1101
30.714832,-29.166739,8,67,310.710449,8.675851,568,2627,NDE,2018312,1101
30.769773,-28.951752,9,100,393.916138,188.998764,600,2615,NDE,2018312,1101
30.762455,-28.952341,9,100,381.078125,137.243317,600,2616,NDE,2018312,1101
29.603508,-28.482162,8,75,319.600861,13.597270,683,2756,NDE,2018312,1101
30.490208,-28.289408,8,61,324.665741,16.857939,701,2638,NDE,2018312,1101
30.483114,-28.289957,8,56,318.538605,10.752504,701,2639,NDE,2018312,1101
30.489927,-28.290064,9,81,324.593842,17.452177,707,2637,NDE,2018312,1101
30.482830,-28.290657,8,74,318.074310,11.177054,707,2638,NDE,2018312,1101
29.774830,-27.817720,8,67,336.453583,38.169086,13,2722,NDE,2018312,1103
29.767347,-27.818270,8,75,394.467529,223.089081,13,2723,NDE,2018312,1103
29.760231,-27.818804,8,75,376.926941,144.046539,13,2724,NDE,2018312,1103
29.753666,-27.819288,8,51,314.078552,12.230390,13,2725,NDE,2018312,1103
29.776079,-27.812176,8,77,321.059753,16.813982,20,2721,NDE,2018312,1103
29.768642,-27.812778,9,100,390.766571,202.931931,20,2722,NDE,2018312,1103
29.761360,-27.813364,9,100,395.622986,228.560867,20,2723,NDE,2018312,1103
29.754435,-27.813923,9,86,333.190155,32.932190,20,2724,NDE,2018312,1103
31.446508,-27.521868,9,80,321.694092,26.970455,40,2517,NDE,2018312,1103
30.784571,-27.516354,8,78,319.406799,13.825000,52,2576,NDE,2018312,1103
30.778107,-27.516914,9,86,330.542236,24.226345,52,2577,NDE,2018312,1103
30.688734,-27.313795,9,84,328.457825,21.909483,84,2585,NDE,2018312,1103
30.024958,-27.370987,8,79,323.110046,16.014671,84,2680,NDE,2018312,1103
30.818178,-27.186047,8,71,314.896362,9.420326,101,2563,NDE,2018312,1103
30.816776,-27.175873,8,43,310.104584,6.281151,102,2563,NDE,2018312,1103
25.489561,-27.546103,8,71,318.506897,27.253941,102,3123,NDE,2018312,1103
25.488956,-27.532150,9,86,334.236969,71.220703,103,3123,NDE,2018312,1103
30.308165,-27.188128,8,57,317.586853,9.700027,105,2637,NDE,2018312,1103
31.399591,-27.073460,8,53,305.531433,8.695705,107,2514,NDE,2018312,1103
30.904581,-27.062780,9,81,323.925018,34.738480,118,2553,NDE,2018312,1103
30.892078,-27.063902,8,63,308.791077,13.356193,118,2554,NDE,2018312,1103
30.850636,-27.047091,9,82,324.737946,37.922398,120,2557,NDE,2018312,1103
30.922453,-26.979540,8,66,333.040009,54.004593,126,2551,NDE,2018312,1103
30.928333,-26.985273,9,84,327.858673,42.806973,131,2550,NDE,2018312,1103
30.915653,-26.986429,7,16,302.780670,7.579905,131,2551,NDE,2018312,1103
46.567009,-24.654182,8,79,323.610809,17.904057,137,811,NDE,2018312,1103
30.370543,-26.972141,8,76,319.047943,10.946947,137,2623,NDE,2018312,1103
30.023422,-26.990149,8,72,327.124756,20.830984,138,2672,NDE,2018312,1103
30.014942,-26.990833,8,79,328.286621,21.757378,138,2673,NDE,2018312,1103
30.476799,-26.921251,8,67,334.037170,30.134590,141,2607,NDE,2018312,1103
30.482759,-26.920403,7,27,308.777008,6.582386,147,2605,NDE,2018312,1103
30.475849,-26.921022,9,89,335.994995,31.702288,147,2606,NDE,2018312,1103
30.474648,-26.910652,9,85,328.890594,22.958771,148,2606,NDE,2018312,1103
30.360126,-26.878555,9,88,334.398346,29.683542,152,2622,NDE,2018312,1103
30.352926,-26.879171,8,77,319.474060,13.791569,152,2623,NDE,2018312,1103
46.093769,-24.623089,8,66,314.825348,6.682053,155,859,NDE,2018312,1103
30.320368,-26.829100,8,62,324.704895,17.555653,157,2627,NDE,2018312,1103
